O3,PM10,PM2.5,PM2.5Diff,DayWeek,Hour,PRS,RAINF,RH,SR,TOUT,WSR,WDV,CONT
4,121,14,3,2,2,726.1,0,43,0,14.39,1.3,284,0
6,49,17,6,2,3,726,0,43,0,13.93,0.9,295,0
4,51,11,14,2,5,726,0,48,0,13.01,1.2,283,0
6,77,25,16,2,6,726.2,0,51,0,13.11,1.1,257,0
9,125,41,0,2,7,726.7,0,56,0.006,12.41,0.9,308,1
8,413,41,6,2,8,727,0,59,0.105,13.59,1.8,42,1
9,445,47,19,2,9,727.3,0,50,0.199,16.3,2.2,352,1
19,317,28,5,2,10,727.6,0,37,0.361,18.69,3.1,6,0
36,84,23,16,2,12,726.4,0,32,0.38,19.91,5.6,125,0
49,98,7,7,2,13,725.5,0,30,0.507,20.55,8,115,0
48,75,14,15,2,14,724.8,0,30,0.324,20.77,9.6,121,0
46,76,29,14,2,15,724.5,0,29,0.172,20.63,9.2,117,0
42,76,15,5,2,16,724.3,0,32,0.173,20.51,10.1,112,0
39,57,10,6,2,17,724.5,0,35,0.069,20.08,7.7,107,0
26,58,16,3,2,18,724.8,0,37,0.004,19.35,7.7,106,0
15,88,19,4,2,19,725.2,0,41,0,18.73,8.1,107,0
19,115,15,2,2,20,725.4,0,41,0,18.24,9.6,117,0
23,66,17,7,2,23,725.3,0,42,0,16.82,5.2,110,0
13,51,24,16,3,0,725.3,0,46,0.001,15.9,2.8,100,0
6,61,40,7,3,1,725.3,0,51,0,15.02,3.9,351,0
4,91,33,7,3,2,724.9,0,54,0,14.68,2.1,359,0
9,96,26,13,3,3,724.7,0,55,0,14.52,3,13,0
15,62,13,6,3,4,724.5,0,53,0,14.36,2.3,299,0
5,48,7,8,3,5,724.5,0,55,0,14.42,3.8,323,0
5,83,15,18,3,6,724.7,0,57,0.001,13.4,3.2,283,0
6,100,33,5,3,7,725.1,0,60,0.006,13.39,2.9,305,0
8,205,38,6,3,8,725.3,0,53,0.119,16.33,1.6,291,0
12,208,32,9,3,9,725.5,0,44,0.277,19.45,2.7,319,0
20,152,23,10,3,10,725.5,0,44,0.428,20.91,3.5,3,0
40,204,33,14,3,11,725.5,0,37,0.543,22.25,5.1,312,0
51,152,19,14,3,12,724.8,0,30,0.607,24.03,4.5,327,0
52,71,5,6,3,13,724,0,24,0.607,25.8,4.4,344,0
56,48,11,14,3,14,723.4,0,23,0.542,26.1,4.8,39,0
67,73,25,7,3,16,722.9,0,26,0.221,25.62,8.5,114,0
53,96,18,2,3,17,723,0,29,0.03,24.43,11.4,107,0
33,133,20,4,3,18,723.1,0,32,0.003,22.79,10.3,120,0
16,148,24,6,3,19,723.4,0,37,0,21.5,7.1,124,0
16,170,30,18,3,20,723.6,0,40,0,20.76,5.5,110,0
13,153,48,16,3,21,723.9,0,43,0,19.77,4.4,88,1
8,187,64,5,3,22,724,0,47,0,18.08,2.7,352,1
8,242,59,22,3,23,723.8,0,49,0,17.44,2.7,325,1
8,231,37,18,4,0,723.6,0,52,0,16.43,2,325,0
7,241,55,18,4,1,723.3,0,55,0,15.84,2,300,1
6,187,37,17,4,2,723,0,54,0.001,15.41,1.5,304,0
6,118,54,12,4,3,722.8,0,57,0,15.22,2.9,304,1
6,118,42,6,4,4,722.8,0,58,0,15.13,3.4,293,1
7,125,48,9,4,5,722.8,0,61,0,14.48,2.1,277,1
6,116,39,9,4,6,722.9,0,59,0,14.53,2.9,262,0
8,151,48,17,4,7,723.2,0,61,0.009,14.07,1.4,268,1
7,267,31,8,4,8,723.3,0,55,0.132,17.32,2.2,298,0
13,237,39,16,4,9,723.7,0,48,0.251,19.17,4.6,315,0
31,173,23,6,4,10,723.8,0,45,0.411,21.44,3.1,354,0
43,85,17,18,4,11,723.6,0,41,0.466,22.6,3.8,12,0
49,105,35,11,4,12,723,0,37,0.54,24.17,4,85,0
61,123,46,14,4,13,722.3,0,35,0.498,24.55,7.8,114,1
70,132,32,12,4,14,721.8,0,34,0.288,24.51,9.5,101,0
57,114,20,4,4,15,721.5,0,39,0.32,24.27,12.3,116,0
46,120,24,4,4,16,721.4,0,36,0.223,24.57,12.9,121,0
37,110,20,3,4,17,721.4,0,39,0.061,23.5,13.1,116,0
30,89,23,4,4,18,721.5,0,41,0.005,22.24,11.4,107,0
12,91,19,24,4,19,721.6,0,46,0,21.16,8.2,102,0
7,139,43,13,4,20,721.8,0,50,0,19.85,3.1,75,1
6,212,56,11,4,21,722.1,0,55,0,18.11,2.1,36,1
6,195,45,13,4,22,722.2,0,58,0,17.16,1.8,11,1
6,171,32,8,4,23,722.4,0,63,0,16.46,3.4,74,0
6,161,40,6,5,0,722.2,0,65,0.007,15.11,2.5,64,0
10,115,34,23,5,1,722.4,0,68,0.011,14.18,2.4,3,0
9,62,11,24,5,2,722.2,0,71,0.001,14.02,2.5,348,0
4,53,35,12,5,3,721.9,0,72,0,13.84,3.3,318,0
4,79,23,12,5,4,721.9,0,74,0,13.13,1.7,322,0
4,57,11,11,5,5,722,0,76,0.001,13.3,1,299,0
5,58,22,6,5,6,722.4,0,76,0.001,13.37,2.7,313,0
5,98,28,16,5,7,723.1,0,77,0.011,13.45,4.4,301,0
7,147,12,4,5,8,723.6,0,72,0.133,15.75,3.8,303,0
13,146,16,1,5,9,723.6,0,64,0.291,18.49,4.7,333,0
27,139,17,6,5,10,723.8,0,61,0.442,19.66,5.1,347,0
39,115,23,3,5,11,723.7,0,55,0.549,22.32,3.8,10,0
46,85,26,1,5,12,723.2,0,50,0.597,23.67,4.2,63,0
51,130,25,7,5,13,722.6,0,47,0.603,24.01,6.6,97,0
46,114,18,6,5,14,722.2,0,49,0.543,24.43,8.1,94,0
48,90,12,5,5,15,722,0,43,0.415,24.86,8.4,109,0
48,74,7,41,5,16,722.2,0,45,0.21,24.58,8.9,88,0
52,84,48,24,5,17,722.8,0,51,0.062,23.56,10,91,1
38,127,24,8,5,18,723.3,0,54,0.006,22.56,9.2,102,0
11,119,16,45,5,19,724.2,0,61,0,21.07,7.4,92,0
11,140,61,43,5,20,724.8,0,61,0,20.42,8.7,118,1
9,103,18,10,5,21,725.3,0,60,0,20.25,6,111,0
12,102,28,14,5,22,725.7,0,64,0,19.43,6.7,83,0
18,126,14,1,5,23,726.1,0,78,0,17.38,8.7,96,0
20,75,13,2,6,0,726.1,0,84,0,16.77,8.5,104,0
23,68,11,0,6,2,726.2,0,89,0.009,16.47,5.7,78,0
23,37,11,3,6,3,726.2,0,90,0,16.27,4.6,70,0
23,52,8,15,6,4,726,0,90,0,16.33,4.5,83,0
22,37,23,12,6,5,725.9,0,90,0,16.32,5.5,111,0
13,60,11,3,6,6,726.2,0,92,0,15.7,5.8,38,0
9,63,8,4,6,7,726.5,0,92,0.01,15.54,5.4,56,0
8,69,12,6,6,8,726.8,0,92,0.022,15.59,5.2,46,0
19,75,18,20,6,10,726.6,0,91,0.175,16.75,9.7,106,0
28,87,38,28,6,11,726.2,0,85,0.256,17.33,12.9,104,0
29,86,10,3,6,12,725.4,0,78,0.342,18.57,14.4,105,0
24,69,13,8,6,13,724.6,0,80,0.111,18.42,9.7,85,0
23,72,5,12,6,14,723.5,0,78,0.041,18.99,10.7,83,0
21,79,17,11,6,15,723.1,0,82,0.027,17.89,12.7,78,0
20,92,28,2,6,16,723.1,0,87,0.006,16.8,10.7,88,0
21,74,26,7,6,17,723.1,0,89,0.001,16.56,10.4,93,0
21,71,33,18,6,18,723,0.01,92,0,16.32,12.1,85,0
24,56,15,18,6,19,723,0,91,0,16.23,13.9,87,0
23,56,33,8,6,20,723.4,0.01,92,0,16.14,11.3,96,0
20,60,25,1,6,21,723.1,0,92,0,15.77,10.8,87,0
23,39,26,13,6,22,722.9,0,94,0,15.44,16.9,98,0
22,50,13,5,6,23,722.4,0,95,0,15.39,16,101,0
22,40,8,13,7,0,721.8,0,95,0,15.37,13.8,104,0
21,47,21,11,7,1,721,0,94,0,15.07,13.9,99,0
20,44,32,23,7,2,720.5,0,95,0,14.86,11.3,97,0
22,43,9,2,7,3,720.2,0,94,0,14.82,10.3,94,0
21,31,11,0,7,4,720,0,94,0,14.73,8.3,85,0
19,37,11,1,7,5,719.8,0,94,0,14.72,8,93,0
16,44,10,3,7,6,719.9,0,94,0,14.54,5.5,86,0
13,34,13,27,7,7,720.3,0.01,95,0.001,14.39,4.7,84,0
11,42,40,32,7,9,720.7,0,96,0.026,14.59,6.6,99,0
16,42,8,9,7,10,720.5,0,95,0.096,15.04,7.3,107,0
22,45,17,2,7,11,720.1,0,94,0.158,15.71,7.3,99,0
19,48,15,1,7,12,719.5,0,90,0.153,17.01,3.4,83,0
20,62,14,7,7,13,719,0,85,0.09,17.31,3.6,17,0
19,55,7,22,7,14,718.4,0,84,0.111,17.24,3.4,10,0
8,74,29,9,7,16,718.7,0.13,85,0.044,16.26,1.9,292,0
8,92,20,30,7,17,718.2,0,90,0.023,15.75,1.2,213,0
8,102,50,10,7,18,718,0.02,92,0.007,15.79,1.6,135,1
9,114,60,0,7,19,718.1,0,93,0,15.64,2.5,111,1
7,119,60,33,7,20,718.2,0,93,0,15.47,4.9,114,1
6,94,27,9,7,21,718.5,0.01,93,0,15.07,4.2,80,0
6,77,36,22,7,22,718.2,0,93,0,14.87,3,71,0
6,72,58,8,7,23,718.2,0,94,0,14.83,3.1,31,1
6,82,50,2,1,0,718,0,94,0,14.57,2.9,27,1
5,79,48,8,1,1,717.7,0,95,0,14.52,2.1,332,1
5,77,56,17,1,2,717.2,0,95,0,14.59,3.9,330,1
6,87,39,10,1,3,717.1,0,95,0,14.6,4.4,312,0
7,101,49,11,1,4,716.9,0,95,0,14.42,4.6,289,1
6,95,38,10,1,5,716.9,0,95,0,14.06,4.1,294,0
5,74,28,11,1,6,717.3,0,95,0,13.84,3.6,286,0
5,82,39,6,1,7,717.5,0,95,0.006,14.05,3.6,289,0
7,73,33,25,1,8,717.9,0,95,0.072,14.51,1.4,231,0
10,93,8,31,1,9,718.4,0,90,0.163,17.95,2.5,357,0
11,104,39,26,1,10,718.8,0,80,0.277,18.65,3.9,307,0
16,99,13,7,1,11,718.3,0,68,0.275,21.55,4.1,305,0
13,104,20,15,1,12,718,0,68,0.124,21.39,3.6,284,0
13,104,5,19,1,13,717.5,0,66,0.201,22.46,3,210,0
11,145,24,11,1,14,717.4,0,61,0.173,23.05,3.1,187,0
15,217,13,28,1,15,717.2,0,55,0.233,24.59,2,155,0
16,144,41,5,1,16,717.7,0,68,0.074,22.58,4,97,1
8,153,46,29,1,17,718.8,0.01,80,0.019,19.9,3.8,325,1
9,91,17,18,1,18,719.5,0.01,78,0.003,18.83,5.5,267,0
7,66,35,20,1,19,720.2,0.01,82,0,17.83,5.1,218,0
7,74,15,10,1,20,720.8,0.01,81,0,17.9,4.2,289,0
6,56,25,17,1,21,721.4,0,83,0,17.78,3.7,307,0
7,49,8,3,1,22,722,0,83,0,17.49,5.8,351,0
24,16,5,2,2,7,726.7,0,80,0.486,8.57,15.5,10,0
21,25,7,2,2,9,728.3,0,77,0.032,7.72,10.8,351,0
18,23,9,11,2,10,728.7,0.04,89,0.043,6.46,6.7,332,0
11,21,20,4,2,13,727.6,0.06,89,0.074,7.01,5.9,311,0
13,32,16,11,2,14,726.8,0.05,87,0.073,6.64,3.9,317,0
26,29,27,19,2,20,726.2,0,81,0,5.99,5.9,113,0
25,25,8,15,2,22,726,0,85,0,5.64,6.1,88,0
23,27,23,5,2,23,725.5,0,87,0,5.43,3.7,27,0
21,34,18,4,3,0,725.1,0,89,0,5.42,5.4,20,0
25,34,22,6,3,1,724.8,0,90,0,5.46,6.4,63,0
27,28,16,8,3,2,724.6,0,91,0,5.36,5.4,85,0
27,31,24,17,3,4,723.8,0.01,93,0,5,6.5,100,0
25,21,7,8,3,5,723.7,0,94,0,4.99,6.3,86,0
18,18,15,8,3,6,724.2,0.02,94,0,4.97,5,61,0
11,23,7,7,3,7,724.7,0.09,94,0,5.2,5.5,80,0
9,32,14,1,3,8,725.4,0.02,95,0.009,5.34,2.9,78,0
10,17,13,7,3,9,725.8,0.02,95,0.029,5.51,3.1,40,0
15,23,6,7,3,12,724.9,0,94,0.109,6.65,7.1,112,0
17,29,13,18,3,13,723.9,0,94,0.103,7.18,6.2,101,0
17,33,31,2,3,14,723.4,0,93,0.057,7.76,4,83,0
14,57,29,1,3,15,723,0.01,93,0.045,7.89,3.1,62,0
11,55,30,16,3,16,723,0,93,0.022,7.93,2.9,43,0
7,46,46,12,3,17,723.2,0.07,93,0.009,7.79,2.8,29,1
5,39,34,6,3,18,723.7,0.02,93,0.001,7.89,3.1,323,0
6,38,28,23,3,19,724,0.01,93,0,7.96,3,1,0
5,42,5,4,3,20,724.1,0.01,94,0,7.89,4,30,0
5,36,9,9,3,21,724.5,0.01,94,0,8.04,2.4,51,0
5,34,18,6,3,22,724.1,0,95,0,8.07,3.9,109,0
5,46,12,33,3,23,723.9,0,95,0,8.08,1,84,0
5,54,45,12,4,0,723.3,0,95,0,8.18,0.9,150,1
6,67,33,6,4,1,722.8,0,95,0,8.26,1.3,79,0
5,83,39,4,4,2,722.4,0,95,0,8.23,1.6,23,0
5,84,35,13,4,3,722.1,0,95,0,8.36,1.1,271,0
5,75,48,18,4,4,721.8,0,95,0,8.33,1.9,29,1
5,81,30,0,4,5,721.7,0,95,0,8.21,2.4,333,0
5,67,30,3,4,6,721.8,0,96,0,7.84,2,289,0
21,87,27,19,4,11,721.6,0,68,0.576,18.19,5,119,0
28,115,46,1,4,12,721,0,67,0.638,18.9,7.6,126,1
33,151,45,9,4,13,720.1,0,62,0.636,20.52,7.9,124,1
37,137,36,21,4,14,719.6,0,58,0.575,21.7,8.7,116,0
40,142,15,2,4,15,719.3,0,53,0.457,22.41,8.4,109,0
41,134,13,27,4,16,719.2,0,54,0.269,22.46,9.4,112,0
39,123,40,4,4,17,719.5,0,59,0.039,21.42,10.3,113,0
31,122,36,21,4,18,720.1,0,67,0.028,19.36,9.8,114,0
9,56,15,0,5,17,726.9,0,83,0.011,12.11,6.6,79,0
9,64,15,6,5,18,727.1,0,91,0.001,10.88,9.1,123,0
12,37,9,3,5,19,727.5,0,92,0.001,10.45,10.3,120,0
14,46,12,5,5,20,728.1,0,92,0,10.17,10.2,120,0
15,52,7,19,5,21,728.5,0,92,0,10.25,8.8,118,0
17,59,26,8,5,22,728.6,0,91,0,10.09,8.8,116,0
19,48,18,9,5,23,728.5,0,91,0,9.93,7.9,112,0
19,43,27,14,6,0,728.3,0,92,0,9.84,7.1,104,0
20,38,13,8,6,1,728.2,0,92,0,9.7,6.7,106,0
19,33,5,4,6,2,728.2,0,92,0,9.6,6.6,103,0
18,30,9,4,6,3,727.9,0,93,0,9.48,5.9,106,0
16,27,5,4,6,4,727.7,0,93,0,9.45,5.4,99,0
14,28,9,5,6,5,727.7,0,93,0,9.36,5.8,110,0
6,42,14,9,6,9,728.9,0,94,0.066,9.67,6.1,124,0
8,50,5,3,6,10,729,0,93,0.108,10.24,6.3,114,0
9,46,8,2,6,11,728.7,0,90,0.116,10.87,5.8,124,0
11,58,10,0,6,12,728.2,0,86,0.148,11.57,5.1,119,0
11,53,10,16,6,13,727.4,0,83,0.114,12.09,4.1,91,0
12,70,26,15,6,14,726.8,0,84,0.088,11.86,5.4,61,0
14,87,11,21,6,15,726.4,0,83,0.09,12.11,5.3,43,0
11,90,32,25,6,16,726.3,0,82,0.065,12.4,4.8,67,0
9,91,7,26,6,17,726.1,0,82,0.028,12.13,6.4,109,0
7,106,33,16,6,18,726,0,84,0.003,11.8,6.4,112,0
5,91,17,2,6,19,726.1,0,86,0,11.56,7.3,107,0
6,84,19,1,6,20,726.3,0,87,0,11.41,8.3,113,0
9,76,20,14,6,21,726.5,0,87,0,11.16,6.8,101,0
10,63,6,12,6,22,726.3,0,87,0,11.2,4.8,120,0
9,53,18,12,7,0,725.6,0,86,0,11.05,4.9,109,0
9,39,6,13,7,1,725.2,0,87,0,10.93,3.5,128,0
9,39,19,24,7,2,724.6,0,87,0,11.07,4,158,0
6,54,43,30,7,3,724,0,86,0,11.06,4.2,107,1
4,62,13,5,7,4,723.7,0,86,0,10.93,1.8,80,0
5,77,18,45,7,5,723.6,0,86,0,10.84,2.8,326,0
5,92,63,21,7,6,723.6,0,87,0,10.57,2.9,314,1
6,98,42,12,7,7,723.7,0,87,0.005,10.49,2.5,318,1
7,106,54,7,7,8,723.9,0,87,0.061,10.8,2.4,344,1
10,116,47,4,7,9,724.1,0,84,0.241,12.33,3.7,58,1
15,175,51,23,7,10,723.9,0,78,0.445,14.82,3.6,100,1
21,207,74,19,7,11,723.4,0,70,0.564,17.01,3.5,98,1
31,221,55,46,7,12,722.6,0,62,0.63,19.06,3.5,97,1
39,244,101,17,7,13,721.4,0,56,0.632,20.44,5,113,1
33,232,84,39,7,14,720.5,0,54,0.569,21.25,7.8,118,1
41,212,123,62,7,15,719.9,0,49,0.468,22.59,7.7,114,1
41,241,61,37,7,16,719.6,0,51,0.296,22.8,9.7,111,1
33,111,24,13,7,17,719.6,0,56,0.033,21.91,10.4,105,0
20,102,11,34,7,18,720,0,60,0.005,20.52,8.9,104,0
11,113,45,28,7,19,720.4,0,71,0.001,19.03,8.3,101,1
4,212,73,40,7,22,720.7,0,80,0.042,15.76,2.6,64,1
4,292,113,31,7,23,720.6,0,83,0.037,14.86,2.4,15,1
3,327,82,25,1,0,720.2,0,85,0.01,14.38,2.7,320,1
3,233,107,26,1,1,719.7,0,86,0,13.7,2.6,281,1
3,213,81,17,1,2,719.3,0,88,0,12.9,0.9,303,1
3,215,64,4,1,3,718.9,0,89,0,12.67,1.7,246,1
2,192,60,14,1,4,718.4,0,89,0,12.99,2.6,227,1
5,156,46,4,1,5,718.4,0,88,0,12.21,3,230,1
3,172,42,1,1,6,718.6,0,87,0,12.32,3.9,226,1
4,169,41,30,1,7,718.9,0,78,0.017,12.91,3.8,227,1
4,159,11,9,1,8,719.1,0,65,0.168,16.7,3.5,246,0
9,157,20,12,1,9,719.3,0,52,0.347,20.84,3.3,34,0
19,163,8,1,1,10,719.2,0,41,0.501,23.92,3,82,0
27,141,9,4,1,11,718.8,0,30,0.62,27.39,3.6,322,0
36,55,5,4,1,14,716.2,0,12,0.616,31.75,8.9,338,0
34,78,9,45,1,15,715.9,0,12,0.5,31.62,13.3,339,0
8,64,54,7,1,18,716.4,0,22,0.004,28.38,5.6,38,1
19,183,47,31,1,19,717.5,0,41,0,25.03,5.6,93,1
7,136,78,7,1,20,718.1,0,45,0,23.02,2,13,1
4,176,71,3,1,21,718.3,0,46,0,22.11,3,218,1
5,278,74,29,1,22,718.6,0,51,0,20.22,1.5,357,1
3,343,103,69,1,23,719.3,0,59,0,19.3,4.6,340,1
6,336,34,10,2,0,719.5,0,59,0,19.37,5.3,294,0
4,93,44,4,2,2,719.7,0,53,0,19.43,5.8,227,1
7,163,40,3,2,3,719.9,0,51,0,18.67,5,312,0
6,84,37,13,2,4,720.1,0,58,0,17.34,3.4,246,0
9,86,24,19,2,5,720.8,0,55,0,17.61,6.4,352,0
7,98,5,7,2,6,721.6,0,50,0,17.79,4.6,316,0
10,154,12,2,2,8,723,0,47,0.164,18.85,7.9,330,0
35,69,14,9,2,11,723.6,0,34,0.608,24.02,8.6,350,0
40,46,5,17,2,12,723.2,0,31,0.671,25.24,7.6,359,0
42,46,22,0,2,13,722.4,0,26,0.67,26.48,7,356,0
44,50,22,9,2,14,721.8,0,23,0.605,27.62,6.8,9,0
45,45,13,4,2,16,720.9,0,21,0.313,27.76,8.8,121,0
29,73,17,1,2,18,721,0,28,0.004,24.92,11.7,111,0
10,94,16,4,2,19,721.4,0,36,0,23.04,7.3,122,0
13,142,20,2,2,20,721.7,0,39,0,22.23,6.2,130,0
14,104,22,3,2,21,721.9,0,42,0,21.62,6,125,0
14,99,25,5,2,22,721.8,0,43,0,20.91,5.7,117,0
11,100,20,12,2,23,721.7,0,46,0,19.93,4,107,0
17,97,8,24,3,0,721.5,0,48,0,19.17,2.8,121,0
3,75,32,32,3,1,721.2,0,58,0.001,17.19,2.2,13,0
3,190,64,23,3,2,720.9,0,63,0.006,16.02,2,343,1
3,167,41,4,3,3,720.5,0,64,0.002,15.52,2.6,12,1
3,112,37,11,3,4,720.3,0,64,0,14.69,1.8,327,0
3,77,26,15,3,5,720.3,0,67,0,14.16,1.9,315,0
3,108,41,7,3,6,720.6,0,69,0,13.48,1.1,306,1
3,178,48,12,3,7,720.9,0,69,0.018,14.19,2.9,302,1
4,240,36,5,3,8,721,0,64,0.17,16.56,2.9,334,0
12,194,31,15,3,9,721.2,0,61,0.33,18.11,4.6,358,0
25,155,16,7,3,10,721.2,0,59,0.493,20.39,4.3,38,0
42,125,23,11,3,11,720.9,0,45,0.608,22.29,5.4,95,0
46,86,34,18,3,12,720.2,0,38,0.666,22.97,10.1,112,0
49,92,16,9,3,13,719.4,0,39,0.649,23.63,12.4,126,0
47,103,7,0,3,14,718.5,0,42,0.583,24.47,13.2,111,0
46,93,7,2,3,15,717.9,0,40,0.472,25.25,12.8,112,0
43,86,5,30,3,16,717.5,0,37,0.307,25.5,12.8,112,0
39,111,35,22,3,17,717.6,0,37,0.032,24.93,13.8,109,0
11,110,13,1,3,19,718.1,0,41,0,22.52,8,114,0
16,119,14,21,3,20,718.2,0,40,0,21.75,9.2,103,0
9,118,35,3,3,21,718.2,0,44,0,20.33,8.4,102,0
19,132,32,8,3,22,718.2,0,48,0,19,10.6,105,0
17,102,24,19,3,23,718.1,0,54,0.001,17.17,4.9,95,0
20,86,5,14,4,0,717.9,0,59,0.008,15.35,3.3,15,0
17,66,19,3,4,1,717.5,0,62,0.01,14.58,4,23,0
17,50,22,11,4,2,717.1,0,64,0.005,13.36,1.7,8,0
5,45,33,16,4,3,716.8,0,64,0.001,13.54,3.3,320,0
5,67,17,9,4,4,716.8,0,66,0,13.17,4.4,310,0
8,51,26,4,4,5,716.9,0,63,0,13.11,4.6,306,0
5,57,22,5,4,6,717.2,0,61,0,13.29,5,303,0
3,67,17,7,4,7,717.8,0,66,0.015,13.12,4,301,0
4,124,10,2,4,8,718,0,59,0.16,16.18,2.7,297,0
12,165,12,11,4,9,718.3,0,54,0.325,18.79,5.3,317,0
22,119,23,16,4,10,718.5,0,52,0.472,20.38,6.4,334,0
34,115,7,17,4,11,718.3,0,49,0.59,22.27,5.9,30,0
43,87,24,9,4,12,718,0,46,0.648,23.17,6.6,63,0
44,76,33,9,4,13,717.6,0,47,0.643,23.74,7,73,0
42,101,24,4,4,14,717.2,0,47,0.575,23.58,9.5,92,0
43,90,28,15,4,15,717,0,45,0.459,24.22,8.9,82,0
13,61,13,24,7,17,723.9,0,89,0.032,15.28,3.9,102,0
6,79,37,8,7,18,724,0,88,0.002,15.18,3.5,60,0
4,108,29,22,7,19,724,0,90,0,14.94,3.8,10,0
3,126,51,6,7,20,724.2,0,91,0,14.88,4.4,9,1
3,122,57,14,7,21,724.4,0,91,0,14.94,3.4,330,1
3,153,71,5,7,22,724.3,0,91,0,14.77,2.4,298,1
2,127,66,22,7,23,724.1,0.01,92,0,14.42,1.8,5,1
3,92,44,13,1,0,723.7,0.02,93,0,14.07,1.2,42,1
2,71,31,10,1,1,723.1,0,95,0,14.05,1.7,45,0
3,58,41,21,1,2,722.7,0.01,95,0,14.02,2.1,351,1
3,60,20,21,1,3,722.3,0,96,0,14.11,2.5,352,0
3,73,41,36,1,4,722.1,0.01,96,0,14.13,2.3,347,1
8,77,5,25,1,5,721.8,0,96,0,14.09,1.3,350,0
5,84,30,1,1,6,721.7,0,96,0,14.17,1.7,4,0
5,91,29,45,1,7,721.7,0,96,0.002,14.22,1.4,342,0
4,82,74,23,1,8,721.8,0,96,0.019,14.43,1.4,355,1
4,86,51,3,1,9,722.1,0,96,0.028,14.64,2.8,315,1
6,99,48,15,1,10,722.1,0,96,0.114,15.62,1.9,11,1
23,84,33,25,1,13,719.6,0,81,0.292,19.09,5.3,110,0
28,128,58,11,1,14,719,0,83,0.261,18.64,8.2,105,1
28,131,47,26,1,15,718.5,0,84,0.124,18.33,7,95,1
26,114,73,38,1,16,718.3,0,85,0.039,17.93,7.2,112,1
20,97,35,10,1,17,718.1,0,88,0.048,17.55,6.1,115,0
15,77,25,33,1,18,718.1,0,87,0.006,17.63,3.9,98,0
5,99,58,31,1,19,718.4,0,88,0.015,17.09,1.5,80,1
4,142,27,1,1,20,718.4,0,89,0.307,16.53,1.1,41,0
2,119,26,4,2,2,717.4,0,91,0.275,16.55,3.4,330,0
2,85,30,21,2,3,716.5,0,91,0.165,16.22,2.1,13,0
2,81,51,15,2,4,716.1,0,91,0.196,15.6,0.9,249,1
4,157,66,15,2,7,716.5,0,94,0.106,15.49,2.3,264,1
5,242,51,34,2,8,716.8,0,90,0.163,18.16,3.2,266,1
4,220,17,11,2,9,717,0,72,0.243,21.75,3.7,285,0
12,147,6,4,2,10,717.2,0,57,0.288,24.85,7.9,323,0
27,46,10,23,2,14,714.6,0,42,0.555,28.44,13.8,0,0
29,69,33,6,2,15,715.1,0,56,0.41,23.93,15.6,359,0
27,119,39,20,2,16,715.8,0,63,0.172,21.31,13.4,360,0
23,91,19,4,2,17,716.9,0,67,0.072,18.59,12.5,359,0
19,72,15,4,2,18,718,0,68,0.09,16.63,11.2,360,0
19,66,11,3,2,20,719.8,0,60,0.895,15.13,12.1,343,0
23,24,14,2,3,2,721.2,0,72,0.302,9.43,6,335,0
21,17,12,6,3,3,720.9,0,76,0.297,8.66,7.9,356,0
22,20,18,12,3,4,720.8,0,81,0,7.82,6.8,336,0
19,22,6,0,3,5,721.2,0,82,0,7.39,6.8,334,0
12,29,6,4,3,6,721.7,0,84,0,7.41,6.4,343,0
9,30,10,1,3,7,722.4,0,84,0.004,7.24,6.2,352,0
12,38,11,24,3,8,723.4,0,84,0.029,6.91,8.3,2,0
16,47,35,28,3,9,724.3,0,82,0.054,6.81,8.6,2,0
16,42,7,6,3,10,724.8,0,82,0.092,6.88,7,14,0
16,39,13,3,3,11,724.6,0,81,0.158,7.82,6,345,0
23,49,16,9,3,15,723.5,0,70,0.163,10.78,4.7,12,0
25,52,25,7,3,16,723.4,0,68,0.123,11.32,4.6,1,0
19,38,18,1,3,17,723.6,0,70,0.083,10.97,7.8,84,0
9,81,19,4,3,18,724.2,0,82,0.009,9.08,8.8,123,0
4,127,15,17,3,19,724.9,0,84,0,8.54,6.5,121,0
3,142,32,37,3,20,725.7,0,86,0,7.9,4.2,128,0
3,128,69,16,3,21,726.2,0,87,0,7.57,2.1,187,1
2,173,53,8,3,22,726.5,0,87,0,8.17,2.9,238,1
3,154,45,19,3,23,726.9,0,88,0,7.39,3.9,11,1
2,191,26,18,4,0,726.9,0,89,0,6.82,3.3,324,0
2,167,44,12,4,1,727,0,90,0,6.48,2.3,320,1
2,98,32,16,4,2,727.1,0,90,0,6.13,2.1,319,0
2,91,16,5,4,3,727,0,91,0,5.62,1.6,268,0
2,75,21,8,4,4,727.1,0,91,0,5.7,0.9,244,0
3,65,29,20,4,5,727.1,0.01,91,0,6.02,1,234,0
3,108,49,3,4,6,727.5,0,91,0,5.62,0.9,183,1
3,200,46,19,4,7,727.8,0,91,0.024,5.84,0.9,88,1
3,309,27,9,4,8,728,0,87,0.177,10.68,0.9,97,0
8,287,36,3,4,9,728,0,75,0.34,12.1,3.6,118,0
20,203,33,3,4,10,727.8,0,70,0.495,11.94,7.8,114,0
30,131,30,12,4,11,727.2,0,63,0.62,13.39,10.2,120,0
35,75,18,9,4,12,726.6,0,58,0.675,14.41,11.9,105,0
37,76,9,9,4,13,725.9,0,56,0.67,15.63,11.3,114,0
37,63,18,2,4,14,725.1,0,55,0.605,16.39,11.5,115,0
